rank	score	gene_symbol	gene_identifier
1	0.0451	BTD	ENSG00000169814
2	0.0448	VAPB	ENSG00000124164
3	0.0436	SLC7A7	ENSG00000155465
4	0.0435	ZDHHC9	ENSG00000188706
5	0.0424	PREPL	ENSG00000138078
6	0.0402	HTR2C	ENSG00000147246
7	0.0398	SLC6A9	ENSG00000196517
8	0.0393	KCNJ6	ENSG00000157542
9	0.0389	ISCA2	ENSG00000165898
10	0.0376	OLIG2	ENSG00000205927
11	0.0362	ASPA	ENSG00000108381
12	0.0359	PIGU	ENSG00000101464
13	0.0348	ELP2	ENSG00000134759
14	0.0338	CACNA2D1	ENSG00000153956
15	0.0312	DNAJC11	ENSG00000007923
16	0.0299	CLCN1	ENSG00000188037
17	0.0298	NDN	ENSG00000182636
17	0.0298	PTCHD1	ENSG00000165186
17	0.0298	PTGS1	ENSG00000095303
17	0.0298	ZIC1	ENSG00000152977
21	0.0296	PEX13	ENSG00000162928
22	0.0295	WASHC4	ENSG00000136051
23	0.0289	GLRB	ENSG00000109738
23	0.0289	ANKFY1	ENSG00000185722
25	0.0281	NDUFS4	ENSG00000164258
26	0.0274	RARS2	ENSG00000146282
27	0.0269	PTPN23	ENSG00000076201
28	0.0266	NR2F1	ENSG00000175745
29	0.0264	TARDBP	ENSG00000120948
30	0.0263	GLRA1	ENSG00000145888
31	0.0262	GATM	ENSG00000171766
32	0.0255	HSPD1	ENSG00000144381
33	0.0251	SLC6A5	ENSG00000165970
34	0.0249	UNC80	ENSG00000144406
35	0.0248	PLEKHG2	ENSG00000090924
36	0.0247	ATRX	ENSG00000085224
37	0.0246	PLOD1	ENSG00000083444
38	0.0242	MDGA2	ENSG00000139915
39	0.0237	MFF	ENSG00000168958
40	0.0233	SLC6A8	ENSG00000130821
41	0.0231	PARS2	ENSG00000162396
42	0.0229	OPA1	ENSG00000198836
43	0.0228	PRUNE1	ENSG00000143363
44	0.0227	GRID2	ENSG00000152208
45	0.0222	REEP1	ENSG00000068615
46	0.022	PMM2	ENSG00000140650
46	0.022	STRADA	ENSG00000266173
48	0.0217	KCNT1	ENSG00000107147
49	0.0216	UBAP1	ENSG00000165006
50	0.0215	PMP22	ENSG00000109099
51	0.0202	SOD2	ENSG00000112096
52	0.0197	GBE1	ENSG00000114480
53	0.0195	WNT1	ENSG00000125084
54	0.019	CHAT	ENSG00000070748
54	0.019	SLC18A3	ENSG00000187714
56	0.0188	SLC32A1	ENSG00000101438
57	0.0183	GRIN1	ENSG00000176884
58	0.0182	PEX1	ENSG00000127980
58	0.0182	PEX10	ENSG00000157911
58	0.0182	PEX11B	ENSG00000131779
58	0.0182	PEX12	ENSG00000108733
58	0.0182	PEX14	ENSG00000142655
58	0.0182	PEX16	ENSG00000121680
58	0.0182	PEX19	ENSG00000162735
58	0.0182	PEX2	ENSG00000164751
58	0.0182	PEX26	ENSG00000215193
58	0.0182	PEX3	ENSG00000034693
58	0.0182	PEX5	ENSG00000139197
58	0.0182	PEX6	ENSG00000124587
70	0.018	LIPT2	ENSG00000175536
71	0.0179	WDR4	ENSG00000160193
72	0.0178	SLC12A6	ENSG00000140199
73	0.0168	QARS1	ENSG00000172053
74	0.0165	GUF1	ENSG00000151806
75	0.0163	ARX	ENSG00000004848
76	0.0161	SZT2	ENSG00000198198
77	0.0158	GRIN2A	ENSG00000183454
78	0.0155	NECAP1	ENSG00000089818
79	0.0154	FGF13	ENSG00000129682
80	0.015	GOSR2	ENSG00000108433
80	0.015	RP11-156P1.2	ENSG00000262633
82	0.0149	TBCK	ENSG00000145348
83	0.0146	DST	ENSG00000151914
84	0.0144	H4C3	ENSG00000197061
85	0.0143	DENND5A	ENSG00000184014
86	0.0141	GLYCTK	ENSG00000168237
86	0.0141	CRIPT	ENSG00000119878
88	0.0137	KCNQ2	ENSG00000075043
89	0.0136	ADK	ENSG00000156110
90	0.0134	SLC39A8	ENSG00000138821
91	0.0133	PSAT1	ENSG00000135069
92	0.013	COG7	ENSG00000168434
93	0.0129	DSCAM	ENSG00000171587
94	0.0128	IREB2	ENSG00000136381
95	0.0127	ZNF526	ENSG00000167625
95	0.0127	STRA6	ENSG00000137868
97	0.0126	KCNT2	ENSG00000162687
97	0.0126	SCN8A	ENSG00000196876
99	0.0125	SLC12A2	ENSG00000064651
100	0.0123	FARS2	ENSG00000145982
101	0.012	ARV1	ENSG00000173409
102	0.0119	KCNQ1	ENSG00000053918
103	0.0114	ADRA1D	ENSG00000171873
104	0.0112	SLC9A6	ENSG00000198689
105	0.011	MYO5A	ENSG00000197535
106	0.0109	CACNA2D2	ENSG00000007402
106	0.0109	HGS	ENSG00000185359
108	0.0106	LAMA2	ENSG00000196569
108	0.0106	SETBP1	ENSG00000152217
110	0.0104	ASNS	ENSG00000070669
111	0.0103	LYST	ENSG00000143669
112	0.0101	ITPR1	ENSG00000150995
112	0.0101	ELOVL4	ENSG00000118402
