rank	score	gene_symbol	gene_identifier
1	0.0233	PGAP1	ENSG00000197121
2	0.017	WBP11	ENSG00000084463
3	0.0166	TCOF1	ENSG00000070814
4	0.0137	EDNRA	ENSG00000151617
5	0.0125	ALDH1A3	ENSG00000184254
6	0.0105	PMM2	ENSG00000140650
7	0.0101	GLI3	ENSG00000106571
8	0.0098	HRAS	ENSG00000174775
9	0.0091	FOXP1	ENSG00000114861
9	0.0091	PBX1	ENSG00000185630
11	0.0086	CDC42BPB	ENSG00000198752
12	0.0082	FOXC2	ENSG00000176692
12	0.0082	CDK13	ENSG00000065883
14	0.008	PRMT7	ENSG00000132600
14	0.008	BTD	ENSG00000169814
16	0.0076	SH3PXD2B	ENSG00000174705
16	0.0076	NAA10	ENSG00000102030
18	0.0075	SMC1A	ENSG00000072501
19	0.0074	ALDH18A1	ENSG00000059573
19	0.0074	ELN	ENSG00000049540
19	0.0074	FBLN5	ENSG00000140092
19	0.0074	KRAS	ENSG00000133703
23	0.0073	MKS1	ENSG00000011143
24	0.007	FGF9	ENSG00000102678
24	0.007	CHD7	ENSG00000171316
26	0.0068	BRD2	ENSG00000204256
26	0.0068	TBX15	ENSG00000092607
28	0.0066	CHTOP	ENSG00000160679
28	0.0066	TFAP2A	ENSG00000137203
30	0.0064	TBX22	ENSG00000122145
30	0.0064	TRAF7	ENSG00000131653
32	0.0063	PEX1	ENSG00000127980
32	0.0063	IDUA	ENSG00000127415
34	0.006	ATP6V0A2	ENSG00000185344
34	0.006	ATP6V1A	ENSG00000114573
34	0.006	ATP6V1E1	ENSG00000131100
34	0.006	AGO2	ENSG00000123908
34	0.006	DSCAM	ENSG00000171587
34	0.006	OTX2	ENSG00000165588
34	0.006	MYOD1	ENSG00000129152
41	0.0057	ROR2	ENSG00000169071
41	0.0057	PTPN11	ENSG00000179295
43	0.0056	CIR1	ENSG00000138433
43	0.0056	STRADA	ENSG00000266173
45	0.0055	SATB1	ENSG00000182568
45	0.0055	NFIX	ENSG00000008441
45	0.0055	MED12	ENSG00000184634
48	0.0054	HNRNPK	ENSG00000165119
48	0.0054	FRAS1	ENSG00000138759
48	0.0054	WDR35	ENSG00000118965
48	0.0054	FIG4	ENSG00000112367
52	0.0053	CSPP1	ENSG00000104218
52	0.0053	KIAA0586	ENSG00000100578
54	0.0052	AASS	ENSG00000008311
54	0.0052	EBP	ENSG00000147155
54	0.0052	CBL	ENSG00000110395
54	0.0052	LZTR1	ENSG00000099949
54	0.0052	MRAS	ENSG00000158186
54	0.0052	NRAS	ENSG00000213281
54	0.0052	RAF1	ENSG00000132155
54	0.0052	RASA2	ENSG00000155903
54	0.0052	RIT1	ENSG00000143622
54	0.0052	RRAS	ENSG00000126458
54	0.0052	RRAS2	ENSG00000133818
54	0.0052	SOS1	ENSG00000115904
54	0.0052	SOS2	ENSG00000100485
54	0.0052	SPRED2	ENSG00000198369
68	0.0051	H4C5	ENSG00000198518
68	0.0051	TRIO	ENSG00000038382
68	0.0051	TMCO1	ENSG00000143183
68	0.0051	CCM2	ENSG00000136280
72	0.005	GATM	ENSG00000171766
72	0.005	FGFR2	ENSG00000066468
72	0.005	LMNA	ENSG00000160789
72	0.005	VAC14	ENSG00000103043
72	0.005	PRICKLE1	ENSG00000139174
72	0.005	SSR2	ENSG00000163479
78	0.0049	PTCH1	ENSG00000185920
78	0.0049	SMARCA2	ENSG00000080503
78	0.0049	SP8	ENSG00000164651
