rank	score	gene_symbol	gene_identifier
1	0.0092	GDAP1	ENSG00000104381
2	0.0084	PRX	ENSG00000105227
3	0.0059	WNK1	ENSG00000060237
4	0.0057	NTRK1	ENSG00000198400
5	0.0053	SH3TC2	ENSG00000169247
6	0.0051	SPTLC1	ENSG00000090054
7	0.0043	CCT5	ENSG00000150753
8	0.0039	MPV17	ENSG00000115204
9	0.0034	EGR2	ENSG00000122877
9	0.0034	MPZ	ENSG00000158887
9	0.0034	PMP22	ENSG00000109099
12	0.0032	LITAF	ENSG00000189067
12	0.0032	NGLY1	ENSG00000151092
14	0.0029	SBF2	ENSG00000133812
14	0.0029	SOX10	ENSG00000100146
16	0.0028	ATL1	ENSG00000198513
16	0.0028	ATL3	ENSG00000184743
16	0.0028	SPTLC2	ENSG00000100596
16	0.0028	ERCC8	ENSG00000049167
16	0.0028	FGD4	ENSG00000139132
21	0.0027	ERCC6	ENSG00000225830
21	0.0027	ERCC6-PGBD3	ENSG00000258838
21	0.0027	HK1	ENSG00000156515
21	0.0027	DNM2	ENSG00000079805
25	0.0026	SCN9A	ENSG00000169432
25	0.0026	NGF	ENSG00000134259
25	0.0026	SLC12A6	ENSG00000140199
25	0.0026	MFN2	ENSG00000116688
25	0.0026	RAB7A	ENSG00000075785
25	0.0026	NDRG1	ENSG00000104419
31	0.0025	PMP2	ENSG00000147588
31	0.0025	KIF1A	ENSG00000130294
31	0.0025	MADD	ENSG00000110514
31	0.0025	KIF1B	ENSG00000054523
31	0.0025	GNB4	ENSG00000114450
31	0.0025	FIG4	ENSG00000112367
37	0.0024	GJB1	ENSG00000169562
37	0.0024	PSAP	ENSG00000197746
37	0.0024	LMNA	ENSG00000160789
37	0.0024	ABCA1	ENSG00000165029
37	0.0024	DCAF8	ENSG00000132716
42	0.0023	GBF1	ENSG00000107862
42	0.0023	PRPS1	ENSG00000147224
42	0.0023	CDON	ENSG00000064309
42	0.0023	CRIPTO	ENSG00000241186
42	0.0023	DISP1	ENSG00000154309
42	0.0023	DLL1	ENSG00000198719
42	0.0023	FGF8	ENSG00000107831
42	0.0023	FGFR1	ENSG00000077782
42	0.0023	FOXH1	ENSG00000160973
42	0.0023	GAS1	ENSG00000180447
42	0.0023	GLI2	ENSG00000074047
42	0.0023	NODAL	ENSG00000156574
42	0.0023	PLCH1	ENSG00000114805
42	0.0023	PTCH1	ENSG00000185920
42	0.0023	SHH	ENSG00000164690
42	0.0023	SIX3	ENSG00000138083
42	0.0023	SMC1A	ENSG00000072501
42	0.0023	STAG2	ENSG00000101972
42	0.0023	STIL	ENSG00000123473
42	0.0023	TGIF1	ENSG00000177426
42	0.0023	ZIC2	ENSG00000043355
42	0.0023	YARS1	ENSG00000134684
42	0.0023	DHH	ENSG00000139549
65	0.0022	LIG3	ENSG00000005156
65	0.0022	POLG	ENSG00000140521
65	0.0022	RRM2B	ENSG00000048392
65	0.0022	TYMP	ENSG00000025708
65	0.0022	ELP1	ENSG00000070061
65	0.0022	VPS13A	ENSG00000197969
65	0.0022	HYCC1	ENSG00000122591
72	0.0021	SBF1	ENSG00000100241
72	0.0021	RETREG1	ENSG00000154153
72	0.0021	MTRFR	ENSG00000130921
75	0.002	RAI1	ENSG00000108557
75	0.002	HSPB8	ENSG00000152137
75	0.002	COX6A1	ENSG00000111775
