rank	score	gene_symbol	gene_identifier
1	0.0101	INSR	ENSG00000171105
2	0.0083	CYP19A1	ENSG00000137869
3	0.0057	FSHR	ENSG00000170820
3	0.0057	INHBA	ENSG00000122641
5	0.0056	AGPAT2	ENSG00000169692
6	0.0055	BSCL2	ENSG00000168000
6	0.0055	GATA5	ENSG00000130700
8	0.0047	LMNA	ENSG00000160789
9	0.0046	CAV1	ENSG00000105974
9	0.0046	CAVIN1	ENSG00000177469
9	0.0046	FOS	ENSG00000170345
9	0.0046	PPARG	ENSG00000132170
13	0.0038	KCNJ11	ENSG00000187486
14	0.0035	TP63	ENSG00000073282
14	0.0035	ABCC8	ENSG00000006071
16	0.0034	MARK2	ENSG00000072518
17	0.0032	SLC25A36	ENSG00000114120
17	0.0032	NR1H3	ENSG00000025434
17	0.0032	KAT6B	ENSG00000156650
20	0.0031	HADH	ENSG00000138796
21	0.0028	PLAU	ENSG00000122861
22	0.0027	APPL1	ENSG00000157500
22	0.0027	BLK	ENSG00000136573
22	0.0027	CEL	ENSG00000170835
22	0.0027	GCK	ENSG00000106633
22	0.0027	HNF1A	ENSG00000135100
22	0.0027	HNF4A	ENSG00000101076
22	0.0027	INS	ENSG00000254647
22	0.0027	KLF11	ENSG00000172059
22	0.0027	NEUROD1	ENSG00000162992
22	0.0027	PAX4	ENSG00000106331
22	0.0027	PDX1	ENSG00000139515
33	0.0025	NAA10	ENSG00000102030
34	0.0024	BAZ1B	ENSG00000009954
34	0.0024	BCL7B	ENSG00000106635
34	0.0024	BUD23	ENSG00000071462
34	0.0024	CLIP2	ENSG00000106665
34	0.0024	DNAJC30	ENSG00000176410
34	0.0024	EIF4H	ENSG00000106682
34	0.0024	ELN	ENSG00000049540
34	0.0024	FKBP6	ENSG00000077800
34	0.0024	GTF2I	ENSG00000077809
34	0.0024	GTF2IRD1	ENSG00000006704
34	0.0024	GTF2IRD2	ENSG00000196275
34	0.0024	LIMK1	ENSG00000106683
34	0.0024	METTL27	ENSG00000165171
34	0.0024	MLXIPL	ENSG00000009950
34	0.0024	NCF1	ENSG00000158517
34	0.0024	RFC2	ENSG00000049541
34	0.0024	STX1A	ENSG00000106089
34	0.0024	TBL2	ENSG00000106638
34	0.0024	TMEM270	ENSG00000175877
34	0.0024	VPS37D	ENSG00000176428
34	0.0024	SLC37A4	ENSG00000137700
55	0.0023	GNPTAB	ENSG00000111670
55	0.0023	IL10	ENSG00000136634
55	0.0023	POR	ENSG00000127948
58	0.0022	CCBE1	ENSG00000183287
58	0.0022	PLG	ENSG00000122194
58	0.0022	IL2	ENSG00000109471
58	0.0022	G6PC1	ENSG00000131482
58	0.0022	CIDEC	ENSG00000187288
63	0.0021	AHR	ENSG00000106546
63	0.0021	RELB	ENSG00000104856
63	0.0021	TAF4B	ENSG00000141384
63	0.0021	RAPH1	ENSG00000173166
63	0.0021	GPC3	ENSG00000147257
63	0.0021	LTBP4	ENSG00000090006
63	0.0021	KRT8	ENSG00000170421
70	0.002	NAB2	ENSG00000166886
70	0.002	STAT6	ENSG00000166888
70	0.002	ESCO2	ENSG00000171320
70	0.002	LEPR	ENSG00000116678
70	0.002	IL6ST	ENSG00000134352
70	0.002	CDH5	ENSG00000179776
70	0.002	COL1A1	ENSG00000108821
70	0.002	COL5A1	ENSG00000130635
70	0.002	COL5A2	ENSG00000204262
70	0.002	MUC2	ENSG00000198788
70	0.002	NOS3	ENSG00000164867
70	0.002	LIG4	ENSG00000174405
70	0.002	NSUN2	ENSG00000037474
70	0.002	TRIM37	ENSG00000108395
84	0.0019	PMM2	ENSG00000140650
84	0.0019	CFTR	ENSG00000001626
84	0.0019	FCGR2A	ENSG00000143226
84	0.0019	TGFB1	ENSG00000105329
84	0.0019	NFIL3	ENSG00000165030
84	0.0019	CEACAM3	ENSG00000170956
84	0.0019	CEACAM6	ENSG00000086548
84	0.0019	CLCA4	ENSG00000016602
84	0.0019	DCTN4	ENSG00000132912
84	0.0019	EDNRA	ENSG00000151617
84	0.0019	GCLC	ENSG00000001084
84	0.0019	GSTM3	ENSG00000134202
84	0.0019	HFE	ENSG00000010704
84	0.0019	HMOX1	ENSG00000100292
84	0.0019	KCNN4	ENSG00000104783
84	0.0019	MIF	ENSG00000240972
84	0.0019	SERPINA1	ENSG00000197249
84	0.0019	SLC11A1	ENSG00000018280
84	0.0019	SLC26A9	ENSG00000174502
84	0.0019	SLC6A14	ENSG00000087916
84	0.0019	SLC9A3	ENSG00000066230
84	0.0019	PRMT7	ENSG00000132600
84	0.0019	EFNB2	ENSG00000125266
84	0.0019	HOXA5	ENSG00000106004
84	0.0019	RIT1	ENSG00000143622
84	0.0019	LEP	ENSG00000174697
84	0.0019	FOXC1	ENSG00000054598
