rank	score	gene_symbol	gene_identifier
1	0.0151	TANGO2	ENSG00000183597
2	0.0094	ALPL	ENSG00000162551
3	0.0085	MECP2	ENSG00000169057
4	0.0084	BTD	ENSG00000169814
5	0.0079	OTC	ENSG00000036473
6	0.0078	HNF1A	ENSG00000135100
7	0.0076	PYGM	ENSG00000068976
8	0.0069	SLC25A20	ENSG00000178537
9	0.0068	ACADVL	ENSG00000072778
10	0.0066	DNM1L	ENSG00000087470
11	0.0061	HADHA	ENSG00000084754
12	0.0058	SDHA	ENSG00000073578
12	0.0058	SDHAF1	ENSG00000205138
12	0.0058	SDHB	ENSG00000117118
12	0.0058	SDHD	ENSG00000204370
16	0.0057	GFM2	ENSG00000164347
17	0.0056	GOSR2	ENSG00000108433
17	0.0056	RP11-156P1.2	ENSG00000262633
19	0.0055	AGL	ENSG00000162688
20	0.0053	FDX2	ENSG00000267673
21	0.005	CPT2	ENSG00000157184
22	0.0048	ISCU	ENSG00000136003
23	0.0047	SLC7A7	ENSG00000155465
24	0.0046	LMNA	ENSG00000160789
24	0.0046	DMD	ENSG00000198947
24	0.0046	NDUFS4	ENSG00000164258
27	0.0045	SUCLG1	ENSG00000163541
27	0.0045	ASS1	ENSG00000130707
29	0.0044	HADH	ENSG00000138796
29	0.0044	SCN1A	ENSG00000144285
31	0.0043	CACNA1S	ENSG00000081248
31	0.0043	RYR1	ENSG00000196218
31	0.0043	HADHB	ENSG00000138029
31	0.0043	SLC25A42	ENSG00000181035
31	0.0043	MMUT	ENSG00000146085
31	0.0043	GRID2	ENSG00000152208
31	0.0043	HSD17B10	ENSG00000072506
31	0.0043	COQ2	ENSG00000173085
31	0.0043	LAMA2	ENSG00000196569
40	0.0042	HMGCL	ENSG00000117305
40	0.0042	MPV17	ENSG00000115204
40	0.0042	TRAPPC2L	ENSG00000167515
40	0.0042	DHTKD1	ENSG00000181192
44	0.0041	SLC6A9	ENSG00000196517
44	0.0041	ATP5F1D	ENSG00000099624
44	0.0041	LPIN1	ENSG00000134324
44	0.0041	MT-CO1	ENSG00000198804
44	0.0041	MT-CO3	ENSG00000198938
44	0.0041	OBSCN	ENSG00000154358
