rank	score	gene_symbol	gene_identifier
1	0.0092	AEBP1	ENSG00000106624
2	0.0091	SCG5	ENSG00000166922
3	0.0075	TNXB	ENSG00000168477
4	0.007	COL1A1	ENSG00000108821
4	0.007	COL5A1	ENSG00000130635
4	0.007	COL5A2	ENSG00000204262
7	0.0059	IPO8	ENSG00000133704
7	0.0059	TGFBR1	ENSG00000106799
7	0.0059	TGFBR2	ENSG00000163513
10	0.0058	TGFB2	ENSG00000092969
11	0.0048	COL1A2	ENSG00000164692
11	0.0048	BGN	ENSG00000182492
13	0.0045	ZAP70	ENSG00000115085
14	0.0035	FKBP14	ENSG00000106080
15	0.0033	GDF5	ENSG00000125965
16	0.0032	SMAD2	ENSG00000175387
16	0.0032	ABCC6	ENSG00000091262
16	0.0032	ENPP1	ENSG00000197594
19	0.0031	CHST14	ENSG00000169105
19	0.0031	DSE	ENSG00000111817
21	0.003	C1S	ENSG00000182326
22	0.0029	C1R	ENSG00000159403
22	0.0029	B3GALT6	ENSG00000176022
24	0.0028	PLOD1	ENSG00000083444
25	0.0027	SLC39A13	ENSG00000165915
26	0.0025	USP8	ENSG00000138592
27	0.0024	DLG4	ENSG00000132535
28	0.0023	FERMT3	ENSG00000149781
29	0.0022	GNAS	ENSG00000087460
29	0.0022	PDE11A	ENSG00000128655
29	0.0022	PRKAR1A	ENSG00000108946
29	0.0022	CUL4B	ENSG00000158290
29	0.0022	SMAD3	ENSG00000166949
34	0.0021	PSEN1	ENSG00000080815
34	0.0021	PDGFRB	ENSG00000113721
34	0.0021	CACNA1S	ENSG00000081248
37	0.002	COL3A1	ENSG00000168542
37	0.002	GORAB	ENSG00000120370
37	0.002	PYCR1	ENSG00000183010
37	0.002	TNF	ENSG00000232810
37	0.002	RIN2	ENSG00000132669
37	0.002	COPB1	ENSG00000129083
43	0.0019	LOX	ENSG00000113083
43	0.0019	B4GALT7	ENSG00000027847
43	0.0019	ARMC5	ENSG00000140691
43	0.0019	HR	ENSG00000168453
43	0.0019	RASA3	ENSG00000185989
48	0.0018	PRDM5	ENSG00000138738
48	0.0018	ZNF469	ENSG00000225614
48	0.0018	TCF15	ENSG00000125878
48	0.0018	ITGB3	ENSG00000259207
48	0.0018	ADAMTS2	ENSG00000087116
53	0.0017	FBN1	ENSG00000166147
53	0.0017	FBLN1	ENSG00000077942
