rank	score	gene_symbol	gene_identifier
1	0.0352	SLC6A8	ENSG00000130821
2	0.0169	GAMT	ENSG00000130005
3	0.0139	GATM	ENSG00000171766
4	0.0095	CLDN17	ENSG00000156282
5	0.0086	KHDRBS2	ENSG00000112232
6	0.0058	EXT2	ENSG00000151348
7	0.0056	SLC4A4	ENSG00000080493
8	0.0047	MLXIPL	ENSG00000009950
9	0.0042	GDNF	ENSG00000168621
10	0.004	NPY6R	ENSG00000226306
11	0.0028	MRPS34	ENSG00000074071
11	0.0028	DEAF1	ENSG00000177030
13	0.0027	TRANK1	ENSG00000168016
13	0.0027	POLRMT	ENSG00000099821
13	0.0027	FOXP1	ENSG00000114861
16	0.0026	USP7	ENSG00000187555
16	0.0026	SH2B1	ENSG00000178188
18	0.0025	DLL1	ENSG00000198719
18	0.0025	PDE6B	ENSG00000133256
18	0.0025	ALAD	ENSG00000148218
21	0.0024	WDR26	ENSG00000162923
21	0.0024	ASPA	ENSG00000108381
21	0.0024	NAGS	ENSG00000161653
24	0.0023	CREBBP	ENSG00000005339
24	0.0023	EP300	ENSG00000100393
24	0.0023	IARS1	ENSG00000196305
24	0.0023	PHKA2	ENSG00000044446
24	0.0023	PHKG2	ENSG00000156873
24	0.0023	DHPS	ENSG00000095059
24	0.0023	PHKB	ENSG00000102893
24	0.0023	NSMF	ENSG00000165802
32	0.0022	ATN1	ENSG00000111676
32	0.0022	MT-CO1	ENSG00000198804
32	0.0022	MT-CO2	ENSG00000198712
32	0.0022	MT-CO3	ENSG00000198938
32	0.0022	MT-ND1	ENSG00000198888
32	0.0022	MT-ND4	ENSG00000198886
32	0.0022	MT-ND5	ENSG00000198786
32	0.0022	MT-ND6	ENSG00000198695
32	0.0022	CDK13	ENSG00000065883
32	0.0022	CYP27A1	ENSG00000135929
32	0.0022	ADNP	ENSG00000101126
32	0.0022	DNAJC6	ENSG00000116675
32	0.0022	HTRA2	ENSG00000115317
32	0.0022	LRRK2	ENSG00000188906
32	0.0022	PARK7	ENSG00000116288
32	0.0022	PINK1	ENSG00000158828
32	0.0022	PODXL	ENSG00000128567
32	0.0022	PRKN	ENSG00000185345
32	0.0022	SNCA	ENSG00000145335
32	0.0022	SYNJ1	ENSG00000159082
32	0.0022	UCHL1	ENSG00000154277
32	0.0022	VPS13C	ENSG00000129003
54	0.0021	MED12	ENSG00000184634
54	0.0021	SIN3A	ENSG00000169375
54	0.0021	TCF20	ENSG00000100207
54	0.0021	WAC	ENSG00000095787
54	0.0021	GFM2	ENSG00000164347
54	0.0021	TAF1	ENSG00000147133
54	0.0021	ZMIZ1	ENSG00000108175
54	0.0021	KMT2A	ENSG00000118058
62	0.002	GALNT2	ENSG00000143641
62	0.002	TLK2	ENSG00000146872
62	0.002	ATP1A2	ENSG00000018625
62	0.002	ATP1A3	ENSG00000105409
62	0.002	CACNA1A	ENSG00000141837
62	0.002	SLC1A3	ENSG00000079215
62	0.002	SPEN	ENSG00000065526
62	0.002	ASH1L	ENSG00000116539
62	0.002	HMBS	ENSG00000256269
71	0.0019	PPM1D	ENSG00000170836
71	0.0019	APC2	ENSG00000115266
71	0.0019	NSD1	ENSG00000165671
71	0.0019	SETD2	ENSG00000181555
71	0.0019	SDHB	ENSG00000117118
71	0.0019	MAGEL2	ENSG00000254585
71	0.0019	ALDOB	ENSG00000136872
71	0.0019	CHD8	ENSG00000100888
71	0.0019	FOCAD	ENSG00000188352
71	0.0019	OTUD6B	ENSG00000155100
71	0.0019	SETD1A	ENSG00000099381
71	0.0019	ZNF292	ENSG00000188994
83	0.0018	TAOK1	ENSG00000160551
83	0.0018	FOXG1	ENSG00000176165
83	0.0018	SPTBN1	ENSG00000115306
83	0.0018	DRD2	ENSG00000149295
83	0.0018	H3-3A	ENSG00000163041
83	0.0018	RORA	ENSG00000069667
83	0.0018	ACAT1	ENSG00000075239
83	0.0018	TFE3	ENSG00000068323
83	0.0018	ATAD3A	ENSG00000197785
83	0.0018	ATRX	ENSG00000085224
83	0.0018	SATB2	ENSG00000119042
83	0.0018	EHMT1	ENSG00000181090
83	0.0018	KMT2C	ENSG00000055609
83	0.0018	CLP1	ENSG00000172409
83	0.0018	PIGS	ENSG00000087111
83	0.0018	MBD5	ENSG00000204406
83	0.0018	PACS1	ENSG00000175115
83	0.0018	TCF4	ENSG00000196628
83	0.0018	CNP	ENSG00000173786
83	0.0018	HIVEP2	ENSG00000010818
83	0.0018	UFC1	ENSG00000143222
83	0.0018	NIPA1	ENSG00000170113
83	0.0018	NIPA2	ENSG00000140157
83	0.0018	TUBG1	ENSG00000131462
83	0.0018	TCEAL1	ENSG00000172465
83	0.0018	MADD	ENSG00000110514
83	0.0018	AFG2A	ENSG00000145375
83	0.0018	CASZ1	ENSG00000130940
83	0.0018	GABRD	ENSG00000187730
83	0.0018	HSPG2	ENSG00000142798
83	0.0018	KCNAB2	ENSG00000069424
83	0.0018	LUZP1	ENSG00000169641
83	0.0018	MMP23B	ENSG00000189409
83	0.0018	PDPN	ENSG00000162493
83	0.0018	PRDM16	ENSG00000142611
83	0.0018	PRKCZ	ENSG00000067606
83	0.0018	RERE	ENSG00000142599
83	0.0018	SKI	ENSG00000157933
83	0.0018	UBE4B	ENSG00000130939
83	0.0018	H4C5	ENSG00000198518
123	0.0017	SLC25A12	ENSG00000115840
123	0.0017	DNM1L	ENSG00000087470
123	0.0017	SUPT16H	ENSG00000092201
123	0.0017	TBCK	ENSG00000145348
123	0.0017	POGZ	ENSG00000143442
123	0.0017	CAMK2B	ENSG00000058404
123	0.0017	NGLY1	ENSG00000151092
123	0.0017	CDKN1A	ENSG00000124762
123	0.0017	CDKN1B	ENSG00000111276
123	0.0017	CDKN2B	ENSG00000147883
123	0.0017	CDKN2C	ENSG00000123080
123	0.0017	MEN1	ENSG00000133895
123	0.0017	HNRNPH2	ENSG00000126945
123	0.0017	PPOX	ENSG00000143224
123	0.0017	CAMTA1	ENSG00000171735
123	0.0017	POU4F1	ENSG00000152192
123	0.0017	DPAGT1	ENSG00000172269
123	0.0017	NALCN	ENSG00000102452
141	0.0016	MED13	ENSG00000108510
141	0.0016	RAI1	ENSG00000108557
141	0.0016	ADAT3	ENSG00000213638
141	0.0016	NF1	ENSG00000196712
141	0.0016	MDH2	ENSG00000146701
141	0.0016	ZSWIM6	ENSG00000130449
141	0.0016	CACNA1D	ENSG00000157388
148	0.0015	MED12L	ENSG00000144893
148	0.0015	MECP2	ENSG00000169057
148	0.0015	KMT5B	ENSG00000110066
148	0.0015	COG8	ENSG00000213380
148	0.0015	FARS2	ENSG00000145982
148	0.0015	SLC7A7	ENSG00000155465
148	0.0015	PCGF2	ENSG00000056661
148	0.0015	ARVCF	ENSG00000099889
148	0.0015	COMT	ENSG00000093010
148	0.0015	GP1BB	ENSG00000203618
148	0.0015	HIRA	ENSG00000100084
148	0.0015	JMJD1C	ENSG00000171988
148	0.0015	RREB1	ENSG00000124782
148	0.0015	SEC24C	ENSG00000176986
148	0.0015	TBX1	ENSG00000184058
148	0.0015	UFD1	ENSG00000070010
148	0.0015	GNB2	ENSG00000172354
148	0.0015	FBXO28	ENSG00000143756
166	0.0014	ALG12	ENSG00000182858
166	0.0014	DHCR7	ENSG00000172893
166	0.0014	SATB1	ENSG00000182568
166	0.0014	GRM7	ENSG00000196277
166	0.0014	PIGV	ENSG00000060642
166	0.0014	GLA	ENSG00000102393
166	0.0014	SLC6A3	ENSG00000142319
166	0.0014	APC	ENSG00000134982
166	0.0014	TRIO	ENSG00000038382
166	0.0014	C8orf44-SGK3	ENSG00000270024
166	0.0014	SGK3	ENSG00000104205
166	0.0014	HSD17B10	ENSG00000072506
166	0.0014	TRIM8	ENSG00000171206
166	0.0014	CHMP1A	ENSG00000131165
166	0.0014	UGP2	ENSG00000169764
166	0.0014	NAXE	ENSG00000163382
166	0.0014	IBA57	ENSG00000181873
166	0.0014	SETD4	ENSG00000185917
166	0.0014	AP2M1	ENSG00000161203
166	0.0014	CHD2	ENSG00000173575
166	0.0014	NEXMIF	ENSG00000050030
166	0.0014	SCN1A	ENSG00000144285
166	0.0014	SLC2A1	ENSG00000117394
166	0.0014	SLC6A1	ENSG00000157103
166	0.0014	SYNGAP1	ENSG00000197283
166	0.0014	UNC80	ENSG00000144406
192	0.0013	ZC3H6	ENSG00000188177
