rank	score	gene_symbol	gene_identifier
1	0.0525	ABHD11	ENSG00000106077
1	0.0525	CACNA1F	ENSG00000102001
1	0.0525	CDKN2A	ENSG00000147889
1	0.0525	CLCN3	ENSG00000109572
1	0.0525	CLN8	ENSG00000182372
1	0.0525	CRX	ENSG00000105392
1	0.0525	CTSD	ENSG00000117984
1	0.0525	DNAJC5	ENSG00000101152
1	0.0525	ELOVL4	ENSG00000118402
1	0.0525	F3	ENSG00000117525
1	0.0525	MERTK	ENSG00000153208
1	0.0525	NDUFS4	ENSG00000164258
1	0.0525	PDE6B	ENSG00000133256
1	0.0525	PLA2G6	ENSG00000184381
1	0.0525	PPP1R13L	ENSG00000104881
1	0.0525	PPT1	ENSG00000131238
1	0.0525	SCD	ENSG00000099194
1	0.0525	SLC17A7	ENSG00000104888
1	0.0525	SLC24A1	ENSG00000074621
1	0.0525	SLC4A3	ENSG00000114923
21	0.0519	SDCCAG8	ENSG00000054282
22	0.0476	STRA6	ENSG00000137868
23	0.0465	CTNNA1	ENSG00000044115
24	0.0454	CLN5	ENSG00000102805
24	0.0454	HEXA	ENSG00000213614
24	0.0454	OPN1LW	ENSG00000102076
24	0.0454	OPN1MW	ENSG00000147380
24	0.0454	OPN1MW2	ENSG00000166160
29	0.0438	HSP90AA1	ENSG00000080824
30	0.0431	NR2E1	ENSG00000112333
31	0.0412	CNGA1	ENSG00000198515
32	0.0398	RHO	ENSG00000163914
32	0.0398	RBP4	ENSG00000138207
34	0.0396	CRHR1	ENSG00000120088
34	0.0396	DRD1	ENSG00000184845
34	0.0396	DRD4	ENSG00000069696
37	0.0395	PAX6	ENSG00000007372
38	0.0393	CISD2	ENSG00000145354
39	0.0391	PLCB4	ENSG00000101333
40	0.0387	CTNS	ENSG00000040531
41	0.0377	CHM	ENSG00000188419
42	0.0376	TENM2	ENSG00000145934
43	0.0372	MDM1	ENSG00000111554
44	0.0371	TMEM218	ENSG00000150433
45	0.0361	SLC6A6	ENSG00000131389
46	0.0354	AP3B1	ENSG00000132842
47	0.0342	SLC7A14	ENSG00000013293
48	0.0329	IDH3A	ENSG00000166411
49	0.0328	CHRNB2	ENSG00000160716
50	0.0325	OPA1	ENSG00000198836
51	0.0324	CYP7A1	ENSG00000167910
51	0.0324	ADAMTSL4	ENSG00000143382
53	0.0323	RP2	ENSG00000102218
54	0.0322	NXNL1	ENSG00000171773
55	0.0321	RPE65	ENSG00000116745
56	0.032	LCA5	ENSG00000135338
57	0.0316	RPGR	ENSG00000156313
58	0.0315	TRPM1	ENSG00000134160
59	0.0308	OPTN	ENSG00000123240
60	0.0307	ENKD1	ENSG00000124074
61	0.0306	NYX	ENSG00000188937
62	0.0305	RBP3	ENSG00000107618
63	0.0304	RLBP1	ENSG00000140522
63	0.0304	BFSP2	ENSG00000170819
63	0.0304	DNASE2B	ENSG00000137976
66	0.0299	ELOVL2	ENSG00000197977
67	0.0298	FAM161A	ENSG00000170264
68	0.0296	FLVCR1	ENSG00000162769
69	0.0294	CNGB1	ENSG00000070729
69	0.0294	IMPG2	ENSG00000081148
71	0.0291	AGBL5	ENSG00000084693
72	0.0288	PRDM13	ENSG00000112238
73	0.0286	LRIT3	ENSG00000183423
73	0.0286	FOXG1	ENSG00000176165
73	0.0286	RP1	ENSG00000104237
73	0.0286	PROM1	ENSG00000007062
77	0.0279	PCARE	ENSG00000179270
78	0.0278	RAB28	ENSG00000157869
79	0.0277	FAM151B	ENSG00000152380
80	0.0273	CNGA3	ENSG00000144191
80	0.0273	MAK	ENSG00000111837
82	0.0272	NCAM1	ENSG00000149294
83	0.027	EPC2	ENSG00000135999
83	0.027	FRMD5	ENSG00000171877
83	0.027	NFYA	ENSG00000001167
83	0.027	TRNT1	ENSG00000072756
83	0.027	CFAP410	ENSG00000160226
83	0.027	GRM6	ENSG00000113262
89	0.0269	PRKCQ	ENSG00000065675
90	0.0267	TULP1	ENSG00000112041
91	0.0265	GJA10	ENSG00000135355
91	0.0265	IFT43	ENSG00000119650
91	0.0265	PRPF6	ENSG00000101161
94	0.0262	ARSG	ENSG00000141337
95	0.0259	NPHP4	ENSG00000131697
96	0.0257	ARHGAP25	ENSG00000163219
96	0.0257	PEDS1	ENSG00000240849
96	0.0257	PEDS1-UBE2V1	ENSG00000124208
96	0.0257	RETREG3	ENSG00000141699
96	0.0257	SLC9A8	ENSG00000197818
96	0.0257	ABCA4	ENSG00000198691
96	0.0257	SAG	ENSG00000130561
103	0.0253	RP9	ENSG00000164610
103	0.0253	PDE6A	ENSG00000132915
105	0.0251	TACO1	ENSG00000136463
106	0.025	ADORA2A	ENSG00000128271
107	0.0248	SLC16A2	ENSG00000147100
107	0.0248	SLC30A8	ENSG00000164756
109	0.0247	VLDLR	ENSG00000147852
110	0.0246	ERC2	ENSG00000187672
111	0.0244	REEP6	ENSG00000115255
111	0.0244	FGF9	ENSG00000102678
113	0.0241	IFT140	ENSG00000187535
114	0.024	MITF	ENSG00000187098
115	0.0239	VPS13B	ENSG00000132549
116	0.0238	IMPDH1	ENSG00000106348
117	0.0236	CLRN1	ENSG00000163646
