rank	score	gene_symbol	gene_identifier
1	0.0525	CILK1	ENSG00000112144
1	0.0525	PTPN11	ENSG00000179295
1	0.0525	TBX1	ENSG00000184058
4	0.0464	FGFRL1	ENSG00000127418
5	0.0319	CCN2	ENSG00000118523
6	0.027	TBX15	ENSG00000092607
7	0.021	SOX5	ENSG00000134532
8	0.0208	FOXH1	ENSG00000160973
9	0.0202	NRTN	ENSG00000171119
9	0.0202	B3GLCT	ENSG00000187676
11	0.0189	ARB2A	ENSG00000113391
12	0.0187	IDUA	ENSG00000127415
13	0.0182	FGF9	ENSG00000102678
14	0.0176	BRAF	ENSG00000157764
15	0.017	MED12	ENSG00000184634
16	0.0168	FGFR1	ENSG00000077782
17	0.0163	SHOC2	ENSG00000108061
18	0.016	TCOF1	ENSG00000070814
18	0.016	NFIX	ENSG00000008441
20	0.0159	MKS1	ENSG00000011143
20	0.0159	NDUFS4	ENSG00000164258
22	0.0158	KRAS	ENSG00000133703
23	0.0155	PRRX1	ENSG00000116132
24	0.0154	SH3PXD2B	ENSG00000174705
25	0.0153	TCF15	ENSG00000125878
25	0.0153	FGFR2	ENSG00000066468
27	0.0147	ALX4	ENSG00000052850
28	0.0145	CRKL	ENSG00000099942
29	0.0142	NF1	ENSG00000196712
30	0.0139	LZTR1	ENSG00000099949
30	0.0139	KDM5C	ENSG00000126012
30	0.0139	PRICKLE1	ENSG00000139174
33	0.0137	IL6ST	ENSG00000134352
33	0.0137	ZIC3	ENSG00000156925
33	0.0137	ROR2	ENSG00000169071
36	0.0136	EDNRA	ENSG00000151617
36	0.0136	SOS1	ENSG00000115904
36	0.0136	SATB2	ENSG00000119042
39	0.0133	TWIST2	ENSG00000233608
40	0.0131	PTCH1	ENSG00000185920
40	0.0131	TMEM53	ENSG00000126106
42	0.013	RAF1	ENSG00000132155
43	0.0127	NGF	ENSG00000134259
44	0.0126	LMNA	ENSG00000160789
44	0.0126	BMP5	ENSG00000112175
46	0.0124	MAP2K1	ENSG00000169032
46	0.0124	MAP2K2	ENSG00000126934
48	0.0123	HTT	ENSG00000197386
48	0.0123	PPP1CB	ENSG00000213639
50	0.0122	ITCH	ENSG00000078747
50	0.0122	CBL	ENSG00000110395
52	0.0121	PSIP1	ENSG00000164985
53	0.012	AP3B1	ENSG00000132842
54	0.0119	TWSG1	ENSG00000128791
54	0.0119	FGFR3	ENSG00000068078
56	0.0117	PGAP1	ENSG00000197121
57	0.0114	SON	ENSG00000159140
58	0.0113	ARSB	ENSG00000113273
58	0.0113	PFAS	ENSG00000178921
60	0.0112	TUBB3	ENSG00000198211
61	0.0111	NTRK1	ENSG00000198400
62	0.0109	EFEMP2	ENSG00000172638
63	0.0108	PRMT7	ENSG00000132600
63	0.0108	LAMA5	ENSG00000130702
65	0.0107	DHCR24	ENSG00000116133
65	0.0107	SPRED2	ENSG00000198369
67	0.0105	SOX9	ENSG00000125398
67	0.0105	HIC1	ENSG00000177374
67	0.0105	POLR3A	ENSG00000148606
70	0.0104	RSPH9	ENSG00000172426
70	0.0104	ATXN7	ENSG00000163635
72	0.0103	DPH1	ENSG00000108963
72	0.0103	DPH2	ENSG00000132768
74	0.0102	B4GALT7	ENSG00000027847
74	0.0102	ADNP	ENSG00000101126
74	0.0102	BGN	ENSG00000182492
77	0.01	SP8	ENSG00000164651
78	0.0098	PEX1	ENSG00000127980
78	0.0098	FOXC2	ENSG00000176692
78	0.0098	RIT1	ENSG00000143622
81	0.0097	NELL1	ENSG00000165973
82	0.0096	MRAS	ENSG00000158186
82	0.0096	CISD2	ENSG00000145354
