rank	score	gene_symbol	gene_identifier
1	0.0525	ALMS1	ENSG00000116127
1	0.0525	CACNA1F	ENSG00000102001
1	0.0525	CRX	ENSG00000105392
1	0.0525	GRID2	ENSG00000152208
1	0.0525	NDUFS4	ENSG00000164258
1	0.0525	OPN4	ENSG00000122375
1	0.0525	PDE6B	ENSG00000133256
1	0.0525	POU4F2	ENSG00000151615
1	0.0525	REM2	ENSG00000139890
1	0.0525	SLC24A1	ENSG00000074621
1	0.0525	SLC4A3	ENSG00000114923
12	0.0524	PLA2G6	ENSG00000184381
13	0.0519	HSP90AA1	ENSG00000080824
14	0.0508	SDCCAG8	ENSG00000054282
15	0.0507	CNGA1	ENSG00000198515
16	0.0502	CTSD	ENSG00000117984
17	0.0496	SCD	ENSG00000099194
18	0.0477	AP3B1	ENSG00000132842
19	0.0475	DNAJC5	ENSG00000101152
20	0.0468	ABHD11	ENSG00000106077
21	0.0458	CISD2	ENSG00000145354
22	0.0456	STRA6	ENSG00000137868
23	0.0443	SLC17A7	ENSG00000104888
24	0.0436	MERTK	ENSG00000153208
25	0.0433	PPP1R13L	ENSG00000104881
26	0.0414	NR2E1	ENSG00000112333
27	0.0379	CDKN2A	ENSG00000147889
28	0.0366	F3	ENSG00000117525
29	0.0356	EDA	ENSG00000158813
30	0.0355	PAX6	ENSG00000007372
31	0.0328	CLN8	ENSG00000182372
32	0.0317	CLCN3	ENSG00000109572
33	0.0308	BBS10	ENSG00000179941
34	0.0288	TMEM218	ENSG00000150433
35	0.0283	CTNNB1	ENSG00000168036
36	0.0277	RPL24	ENSG00000114391
36	0.0277	RP2	ENSG00000102218
38	0.0274	LRIT3	ENSG00000183423
39	0.0266	NCAM1	ENSG00000149294
40	0.0264	OPA1	ENSG00000198836
41	0.0263	BBS4	ENSG00000140463
42	0.0257	LPCAT1	ENSG00000153395
43	0.0254	ERC2	ENSG00000187672
44	0.0251	SLC6A6	ENSG00000131389
45	0.0247	TRPM1	ENSG00000134160
46	0.0246	PRSS56	ENSG00000237412
46	0.0246	CERKL	ENSG00000188452
46	0.0246	NTRK2	ENSG00000148053
49	0.024	LZTFL1	ENSG00000163818
49	0.024	NYX	ENSG00000188937
51	0.0239	TYR	ENSG00000077498
51	0.0239	OPA3	ENSG00000125741
53	0.0236	RBP4	ENSG00000138207
53	0.0236	GJA10	ENSG00000135355
55	0.0235	ENKD1	ENSG00000124074
55	0.0235	AGPAT3	ENSG00000160216
57	0.0231	KDM8	ENSG00000155666
58	0.0229	ZSCAN10	ENSG00000130182
59	0.0228	DNASE1L2	ENSG00000167968
60	0.0226	HEXA	ENSG00000213614
61	0.0225	METTL23	ENSG00000181038
61	0.0225	SMOC1	ENSG00000198732
61	0.0225	LRP5	ENSG00000162337
61	0.0225	LRP5L	ENSG00000100068
65	0.0224	FAM161A	ENSG00000170264
66	0.0223	CNGA3	ENSG00000144191
66	0.0223	PAX2	ENSG00000075891
68	0.0222	ELOVL4	ENSG00000118402
68	0.0222	RNF168	ENSG00000163961
70	0.0219	SLC4A7	ENSG00000033867
71	0.0217	PLEKHA5	ENSG00000052126
71	0.0217	PPAT	ENSG00000128059
73	0.0214	EHMT1	ENSG00000181090
74	0.0212	STOML1	ENSG00000067221
74	0.0212	STX5	ENSG00000162236
76	0.0211	OPTN	ENSG00000123240
77	0.021	IK	ENSG00000113141
78	0.0209	PEX6	ENSG00000124587
78	0.0209	MTFMT	ENSG00000103707
80	0.0208	OTX2	ENSG00000165588
80	0.0208	CYP7A1	ENSG00000167910
