rank	score	gene_symbol	gene_identifier
1	0.0432	HR	ENSG00000168453
2	0.0317	CWC27	ENSG00000153015
3	0.0261	TWIST2	ENSG00000233608
4	0.0237	HOXC13	ENSG00000123364
5	0.0176	FGFR2	ENSG00000066468
6	0.0172	EDARADD	ENSG00000186197
7	0.0145	OPA1	ENSG00000198836
8	0.0136	NSDHL	ENSG00000147383
9	0.0131	FREM1	ENSG00000164946
10	0.0125	ENKD1	ENSG00000124074
11	0.0118	FGF9	ENSG00000102678
12	0.0117	OPTN	ENSG00000123240
13	0.0114	TULP1	ENSG00000112041
13	0.0114	CACNA1F	ENSG00000102001
15	0.0109	POGZ	ENSG00000143442
16	0.0108	FOXC2	ENSG00000176692
17	0.0107	NYX	ENSG00000188937
18	0.0104	FGFR1	ENSG00000077782
18	0.0104	NIPBL	ENSG00000164190
20	0.0101	TENM2	ENSG00000145934
20	0.0101	PRICKLE1	ENSG00000139174
20	0.0101	THRB	ENSG00000151090
23	0.0098	FGFR3	ENSG00000068078
24	0.0097	TWIST1	ENSG00000122691
25	0.0096	CSF1	ENSG00000184371
25	0.0096	AIPL1	ENSG00000129221
27	0.0092	MBTPS2	ENSG00000012174
28	0.009	OLFM2	ENSG00000105088
29	0.0086	CNTNAP1	ENSG00000108797
30	0.0083	DLX5	ENSG00000105880
30	0.0083	DLX6	ENSG00000006377
32	0.0081	MERTK	ENSG00000153208
33	0.008	GAS1	ENSG00000180447
33	0.008	NPR2	ENSG00000159899
33	0.008	NMNAT1	ENSG00000173614
36	0.0079	B3GLCT	ENSG00000187676
37	0.0077	GLI3	ENSG00000106571
38	0.0076	BRAF	ENSG00000157764
39	0.0075	POLR3A	ENSG00000148606
39	0.0075	CLDN11	ENSG00000013297
41	0.0074	ROR2	ENSG00000169071
42	0.0073	SHH	ENSG00000164690
42	0.0073	FOXG1	ENSG00000176165
42	0.0073	RDH10	ENSG00000121039
45	0.0072	HOXD13	ENSG00000128714
45	0.0072	BMPR1B	ENSG00000138696
47	0.007	GPC3	ENSG00000147257
48	0.0068	SPRY4	ENSG00000187678
49	0.0067	AIFM1	ENSG00000156709
49	0.0067	MOGS	ENSG00000115275
51	0.0066	RECQL4	ENSG00000160957
51	0.0066	BMP7	ENSG00000101144
53	0.0065	PRKCQ	ENSG00000065675
53	0.0065	SMARCA2	ENSG00000080503
55	0.0063	UBE3B	ENSG00000151148
56	0.0062	CDKL5	ENSG00000008086
56	0.0062	HAPLN2	ENSG00000132702
56	0.0062	TGFBR1	ENSG00000106799
56	0.0062	OAT	ENSG00000065154
60	0.0061	DNASE1L2	ENSG00000167968
61	0.006	ALKBH1	ENSG00000100601
62	0.0057	AXIN2	ENSG00000168646
62	0.0057	ADAMTS17	ENSG00000140470
62	0.0057	PRKAR1A	ENSG00000108946
62	0.0057	ERCC8	ENSG00000049167
66	0.0056	BMP4	ENSG00000125378
66	0.0056	SOX18	ENSG00000203883
66	0.0056	LRP4	ENSG00000134569
66	0.0056	ODC1	ENSG00000115758
66	0.0056	DUSP6	ENSG00000139318
71	0.0055	SDCCAG8	ENSG00000054282
71	0.0055	HDAC4	ENSG00000068024
73	0.0054	ANAPC1	ENSG00000153107
74	0.0053	GJB6	ENSG00000121742
74	0.0053	HOXD12	ENSG00000170178
76	0.0052	HOXA13	ENSG00000106031
