rank	score	gene_symbol	gene_identifier
1	0.0232	RERE	ENSG00000142599
2	0.007	ZEB2	ENSG00000169554
3	0.0069	RPGRIP1L	ENSG00000103494
4	0.0067	FGFR2	ENSG00000066468
5	0.0061	WDR11	ENSG00000120008
5	0.0061	B9D2	ENSG00000123810
7	0.0059	SMOC1	ENSG00000198732
7	0.0059	FGF10	ENSG00000070193
9	0.0058	FOXH1	ENSG00000160973
10	0.0055	WBP11	ENSG00000084463
11	0.0053	FIG4	ENSG00000112367
11	0.0053	SFN	ENSG00000175793
13	0.0052	CHTOP	ENSG00000160679
14	0.005	ASXL1	ENSG00000171456
14	0.005	PGAP1	ENSG00000197121
16	0.0049	B3GLCT	ENSG00000187676
17	0.0048	SP8	ENSG00000164651
18	0.0047	GLI3	ENSG00000106571
19	0.0046	FOXC1	ENSG00000054598
19	0.0046	CASZ1	ENSG00000130940
19	0.0046	GABRD	ENSG00000187730
19	0.0046	HSPG2	ENSG00000142798
19	0.0046	KCNAB2	ENSG00000069424
19	0.0046	LUZP1	ENSG00000169641
19	0.0046	MMP23B	ENSG00000189409
19	0.0046	PDPN	ENSG00000162493
19	0.0046	PRDM16	ENSG00000142611
19	0.0046	PRKCZ	ENSG00000067606
19	0.0046	SKI	ENSG00000157933
19	0.0046	SPEN	ENSG00000065526
19	0.0046	UBE4B	ENSG00000130939
32	0.0045	FREM1	ENSG00000164946
32	0.0045	TGFB2	ENSG00000092969
34	0.0043	DHCR7	ENSG00000172893
35	0.0041	DYNC2H1	ENSG00000187240
36	0.004	FLI1	ENSG00000151702
37	0.0039	CRKL	ENSG00000099942
37	0.0039	LMNA	ENSG00000160789
37	0.0039	MKS1	ENSG00000011143
37	0.0039	ATP6V1B2	ENSG00000147416
37	0.0039	TBC1D24	ENSG00000162065
37	0.0039	NDUFS4	ENSG00000164258
37	0.0039	SLC25A24	ENSG00000085491
44	0.0038	COL2A1	ENSG00000139219
44	0.0038	GPC3	ENSG00000147257
44	0.0038	COL11A2	ENSG00000204248
44	0.0038	KRAS	ENSG00000133703
48	0.0037	ALDH1A3	ENSG00000184254
49	0.0036	PRICKLE1	ENSG00000139174
50	0.0035	VAC14	ENSG00000103043
50	0.0035	SMG9	ENSG00000105771
50	0.0035	SLC20A2	ENSG00000168575
50	0.0035	BRD4	ENSG00000141867
50	0.0035	HDAC8	ENSG00000147099
50	0.0035	NIPBL	ENSG00000164190
50	0.0035	RAD21	ENSG00000164754
50	0.0035	SMC1A	ENSG00000072501
50	0.0035	SMC3	ENSG00000108055
59	0.0034	IFT27	ENSG00000100360
59	0.0034	RPL24	ENSG00000114391
59	0.0034	NOSIP	ENSG00000142546
59	0.0034	BICRA	ENSG00000063169
59	0.0034	POLE4	ENSG00000115350
59	0.0034	NDST1	ENSG00000070614
59	0.0034	MORC2	ENSG00000133422
66	0.0033	HNRNPK	ENSG00000165119
66	0.0033	ARB2A	ENSG00000113391
68	0.0032	IDUA	ENSG00000127415
68	0.0032	ROR2	ENSG00000169071
68	0.0032	GJA1	ENSG00000152661
68	0.0032	SIN3A	ENSG00000169375
68	0.0032	USP9X	ENSG00000124486
68	0.0032	MID1	ENSG00000101871
74	0.0031	SETBP1	ENSG00000152217
74	0.0031	SH3PXD2B	ENSG00000174705
74	0.0031	SLC39A13	ENSG00000165915
77	0.003	PCSK5	ENSG00000099139
77	0.003	NEDD4	ENSG00000069869
77	0.003	PSPH	ENSG00000146733
77	0.003	ALX1	ENSG00000180318
77	0.003	HESX1	ENSG00000163666
77	0.003	HRAS	ENSG00000174775
77	0.003	AFG2A	ENSG00000145375
77	0.003	ZNF699	ENSG00000196110
77	0.003	CPLANE1	ENSG00000197603
86	0.0029	PRR12	ENSG00000126464
86	0.0029	GNS	ENSG00000135677
86	0.0029	ZIC2	ENSG00000043355
86	0.0029	KANSL1	ENSG00000120071
86	0.0029	NCAPG2	ENSG00000146918
91	0.0028	DLK1	ENSG00000185559
91	0.0028	RTL1	ENSG00000254656
91	0.0028	FIGN	ENSG00000182263
91	0.0028	MED12	ENSG00000184634
91	0.0028	TUBB3	ENSG00000198211
91	0.0028	KMT2D	ENSG00000167548
91	0.0028	COL4A2	ENSG00000134871
91	0.0028	GATA3	ENSG00000107485
91	0.0028	SIX1	ENSG00000126778
91	0.0028	SOX11	ENSG00000176887
91	0.0028	NFIX	ENSG00000008441
102	0.0027	TFAP2A	ENSG00000137203
102	0.0027	RTTN	ENSG00000176225
102	0.0027	PGAP2	ENSG00000148985
102	0.0027	PGAP3	ENSG00000161395
102	0.0027	PIGL	ENSG00000108474
102	0.0027	PIGO	ENSG00000165282
102	0.0027	PIGV	ENSG00000060642
102	0.0027	PIGW	ENSG00000184886
