rank	score	gene_symbol	gene_identifier
1	0.0525	ELP2	ENSG00000134759
1	0.0525	STRADA	ENSG00000266173
3	0.0515	NFIX	ENSG00000008441
4	0.0506	TBCK	ENSG00000145348
5	0.0466	TMCO1	ENSG00000143183
6	0.041	RSPH9	ENSG00000172426
7	0.037	KCNJ6	ENSG00000157542
7	0.037	OLIG2	ENSG00000205927
9	0.0364	BTD	ENSG00000169814
10	0.0346	ASPA	ENSG00000108381
11	0.0344	PSIP1	ENSG00000164985
12	0.0329	ZDHHC9	ENSG00000188706
13	0.0287	NR2F1	ENSG00000175745
14	0.0282	KCNQ2	ENSG00000075043
15	0.0281	HTR2C	ENSG00000147246
16	0.0273	SLC9A6	ENSG00000198689
17	0.0271	HSD17B2	ENSG00000086696
18	0.0256	H3-3A	ENSG00000163041
19	0.0253	CHD8	ENSG00000100888
20	0.0252	SLC7A7	ENSG00000155465
21	0.0243	NDUFS4	ENSG00000164258
22	0.0242	SLC6A9	ENSG00000196517
23	0.024	SNX14	ENSG00000135317
24	0.0238	PIGG	ENSG00000174227
25	0.0236	PIGN	ENSG00000197563
26	0.0235	PYCR2	ENSG00000143811
27	0.0232	NELL1	ENSG00000165973
28	0.0231	MECP2	ENSG00000169057
29	0.0229	ADNP	ENSG00000101126
30	0.0228	SPTBN1	ENSG00000115306
30	0.0228	EML1	ENSG00000066629
32	0.0226	PTCHD1	ENSG00000165186
33	0.0224	FGFR3	ENSG00000068078
33	0.0224	HYDIN	ENSG00000157423
35	0.0216	ALG2	ENSG00000119523
35	0.0216	DENND5A	ENSG00000184014
37	0.0213	SIN3A	ENSG00000169375
37	0.0213	DSCAM	ENSG00000171587
39	0.0211	SPAG6	ENSG00000077327
40	0.021	YY1	ENSG00000100811
40	0.021	DEAF1	ENSG00000177030
42	0.0209	VAPB	ENSG00000124164
42	0.0209	PEX1	ENSG00000127980
42	0.0209	PEX10	ENSG00000157911
42	0.0209	PEX11B	ENSG00000131779
42	0.0209	PEX12	ENSG00000108733
42	0.0209	PEX13	ENSG00000162928
42	0.0209	PEX14	ENSG00000142655
42	0.0209	PEX16	ENSG00000121680
42	0.0209	PEX19	ENSG00000162735
42	0.0209	PEX2	ENSG00000164751
