rank	score	gene_symbol	gene_identifier
1	0.0525	ABHD11	ENSG00000106077
1	0.0525	ADGRV1	ENSG00000164199
1	0.0525	AHI1	ENSG00000135541
1	0.0525	AP3B1	ENSG00000132842
1	0.0525	BFSP2	ENSG00000170819
1	0.0525	CACNA1A	ENSG00000141837
1	0.0525	CACNA1F	ENSG00000102001
1	0.0525	CACNA2D2	ENSG00000007402
1	0.0525	CDKL5	ENSG00000008086
1	0.0525	CDKN2A	ENSG00000147889
1	0.0525	CERKL	ENSG00000188452
1	0.0525	CHD7	ENSG00000171316
1	0.0525	CHMP1A	ENSG00000131165
1	0.0525	CISD2	ENSG00000145354
1	0.0525	CLCN3	ENSG00000109572
1	0.0525	CLN5	ENSG00000102805
1	0.0525	CLN8	ENSG00000182372
1	0.0525	CNGA1	ENSG00000198515
1	0.0525	CNGA3	ENSG00000144191
1	0.0525	CRHR1	ENSG00000120088
1	0.0525	CRX	ENSG00000105392
1	0.0525	CSTB	ENSG00000160213
1	0.0525	CTNNA2	ENSG00000066032
1	0.0525	CTNNB1	ENSG00000168036
1	0.0525	CTSD	ENSG00000117984
1	0.0525	DAB1	ENSG00000173406
1	0.0525	DNAJC5	ENSG00000101152
1	0.0525	DNASE2B	ENSG00000137976
1	0.0525	DRD1	ENSG00000184845
1	0.0525	DRD4	ENSG00000069696
1	0.0525	EDA	ENSG00000158813
1	0.0525	EGR1	ENSG00000120738
1	0.0525	ELOVL4	ENSG00000118402
1	0.0525	ENKD1	ENSG00000124074
1	0.0525	ERBB3	ENSG00000065361
1	0.0525	ERC2	ENSG00000187672
1	0.0525	F3	ENSG00000117525
1	0.0525	FAM161A	ENSG00000170264
1	0.0525	FGF9	ENSG00000102678
1	0.0525	FOXG1	ENSG00000176165
1	0.0525	FZD4	ENSG00000174804
1	0.0525	GJA10	ENSG00000135355
1	0.0525	GRID2	ENSG00000152208
1	0.0525	HEXA	ENSG00000213614
1	0.0525	HSP90AA1	ENSG00000080824
1	0.0525	KCNA1	ENSG00000111262
1	0.0525	KIF14	ENSG00000118193
1	0.0525	LPCAT1	ENSG00000153395
1	0.0525	LRIT3	ENSG00000183423
1	0.0525	LRP5	ENSG00000162337
1	0.0525	LRP5L	ENSG00000100068
1	0.0525	MAP1B	ENSG00000131711
1	0.0525	MAST1	ENSG00000105613
1	0.0525	MERTK	ENSG00000153208
1	0.0525	MSX2	ENSG00000120149
1	0.0525	NCAM1	ENSG00000149294
1	0.0525	NDUFS4	ENSG00000164258
1	0.0525	NR2E1	ENSG00000112333
1	0.0525	NTRK2	ENSG00000148053
1	0.0525	NXNL1	ENSG00000171773
1	0.0525	NYX	ENSG00000188937
1	0.0525	OPA1	ENSG00000198836
1	0.0525	OPN4	ENSG00000122375
1	0.0525	OPTN	ENSG00000123240
1	0.0525	PAX6	ENSG00000007372
1	0.0525	PDE6B	ENSG00000133256
1	0.0525	PLA2G6	ENSG00000184381
1	0.0525	PLCB4	ENSG00000101333
1	0.0525	POU4F2	ENSG00000151615
1	0.0525	PPP1R13L	ENSG00000104881
1	0.0525	PPT1	ENSG00000131238
1	0.0525	PURA	ENSG00000185129
1	0.0525	RBP4	ENSG00000138207
1	0.0525	REM2	ENSG00000139890
1	0.0525	RP2	ENSG00000102218
1	0.0525	RPGRIP1L	ENSG00000103494
1	0.0525	SCD	ENSG00000099194
1	0.0525	SDCCAG8	ENSG00000054282
1	0.0525	SHH	ENSG00000164690
1	0.0525	SLC17A7	ENSG00000104888
1	0.0525	SLC24A1	ENSG00000074621
1	0.0525	SLC25A46	ENSG00000164209
1	0.0525	SLC4A3	ENSG00000114923
1	0.0525	SLC4A7	ENSG00000033867
1	0.0525	SLC6A6	ENSG00000131389
1	0.0525	STRA6	ENSG00000137868
1	0.0525	TACO1	ENSG00000136463
1	0.0525	TENM2	ENSG00000145934
1	0.0525	TMEM218	ENSG00000150433
1	0.0525	TP53	ENSG00000141510
1	0.0525	TRPM1	ENSG00000134160
1	0.0525	TYR	ENSG00000077498
1	0.0525	ZIC1	ENSG00000152977
1	0.0525	ZNF423	ENSG00000102935
1	0.0525	ZSCAN10	ENSG00000130182
96	0.0523	AGPAT3	ENSG00000160216
97	0.0517	CHRNB2	ENSG00000160716
98	0.0515	CLCC1	ENSG00000121940
99	0.0512	OTX2	ENSG00000165588
100	0.0498	FSCN2	ENSG00000186765
101	0.0485	OPA3	ENSG00000125741
102	0.0478	UNC13B	ENSG00000198722
103	0.0476	ZIC4	ENSG00000174963
104	0.0461	CYP7A1	ENSG00000167910
105	0.0455	CFH	ENSG00000000971
106	0.0446	ELOVL2	ENSG00000197977
107	0.0434	GLRA1	ENSG00000145888
108	0.0422	RHO	ENSG00000163914
109	0.0421	OPN1LW	ENSG00000102076
109	0.0421	OPN1MW	ENSG00000147380
109	0.0421	OPN1MW2	ENSG00000166160
112	0.0419	SLC1A3	ENSG00000079215
113	0.0409	KCNJ6	ENSG00000157542
114	0.0396	SV2B	ENSG00000185518
115	0.0393	MKS1	ENSG00000011143
116	0.039	PRDM13	ENSG00000112238
117	0.0389	SLC9A1	ENSG00000090020
118	0.0386	TRIM2	ENSG00000109654
119	0.0384	EIF2B4	ENSG00000115211
120	0.0359	TMEM67	ENSG00000164953
121	0.0356	PI4KA	ENSG00000241973
122	0.0354	SUMF1	ENSG00000144455
123	0.0352	ADORA2A	ENSG00000128271
124	0.0344	BMI1	ENSG00000168283
124	0.0344	COMMD3-BMI1	ENSG00000269897
124	0.0344	POLR3GL	ENSG00000121851
127	0.0343	CACNB4	ENSG00000182389
127	0.0343	NAGA	ENSG00000198951
129	0.0339	GJA1	ENSG00000152661
130	0.0335	LGI1	ENSG00000108231
131	0.0334	SCN1A	ENSG00000144285
132	0.0328	IDH3A	ENSG00000166411
133	0.0327	WAC	ENSG00000095787
134	0.0325	L1CAM	ENSG00000198910
135	0.0323	PRKAB1	ENSG00000111725
136	0.0322	AIFM1	ENSG00000156709
137	0.032	ZIC3	ENSG00000156925
138	0.031	AIPL1	ENSG00000129221
138	0.031	CEP290	ENSG00000198707
138	0.031	CRB1	ENSG00000134376
138	0.031	GDF6	ENSG00000156466
138	0.031	GUCY2D	ENSG00000132518
138	0.031	IFT140	ENSG00000187535
138	0.031	IMPDH1	ENSG00000106348
138	0.031	IQCB1	ENSG00000173226
138	0.031	KCNJ13	ENSG00000115474
138	0.031	LCA5	ENSG00000135338
138	0.031	LRAT	ENSG00000121207
138	0.031	NMNAT1	ENSG00000173614
138	0.031	PCYT1A	ENSG00000161217
138	0.031	RD3	ENSG00000198570
138	0.031	RDH12	ENSG00000139988
138	0.031	RPE65	ENSG00000116745
138	0.031	RPGRIP1	ENSG00000092200
138	0.031	SPATA7	ENSG00000042317
138	0.031	TUBB4B	ENSG00000188229
138	0.031	TULP1	ENSG00000112041
138	0.031	USP45	ENSG00000123552
159	0.0304	NEUROD1	ENSG00000162992
160	0.0302	EML1	ENSG00000066629
160	0.0302	AKT3	ENSG00000117020
162	0.0294	ATOX1	ENSG00000177556
163	0.0291	AP3M2	ENSG00000070718
164	0.029	COL4A1	ENSG00000187498
165	0.0285	CEP164	ENSG00000110274
165	0.0285	OTX1	ENSG00000115507
167	0.0278	GABRG2	ENSG00000113327
168	0.0276	EIF2B5	ENSG00000145191
169	0.0275	ATXN7	ENSG00000163635
169	0.0275	EBP	ENSG00000147155
171	0.027	POU3F4	ENSG00000196767
171	0.027	RORA	ENSG00000069667
173	0.0269	CC2D2A	ENSG00000048342
173	0.0269	TMEM138	ENSG00000149483
173	0.0269	TMEM216	ENSG00000187049
173	0.0269	TMEM231	ENSG00000205084
173	0.0269	TMEM237	ENSG00000155755
178	0.0266	CERS1	ENSG00000223802
178	0.0266	GDF1	ENSG00000130283
178	0.0266	GABRA1	ENSG00000022355
181	0.0264	ANK3	ENSG00000151150
182	0.0262	B3GALNT2	ENSG00000162885
182	0.0262	CRPPA	ENSG00000214960
182	0.0262	FKRP	ENSG00000181027
182	0.0262	FKTN	ENSG00000106692
182	0.0262	GMPPB	ENSG00000173540
182	0.0262	LARGE1	ENSG00000133424
182	0.0262	POMGNT1	ENSG00000085998
