rank	score	gene_symbol	gene_identifier
1	0.0227	PMP22	ENSG00000109099
2	0.0201	REEP1	ENSG00000068615
3	0.0193	ANKFY1	ENSG00000185722
3	0.0193	TARDBP	ENSG00000120948
5	0.019	ABCD1	ENSG00000101986
6	0.0183	KIF5A	ENSG00000155980
7	0.0175	MDGA2	ENSG00000139915
8	0.0169	POLR3B	ENSG00000013503
9	0.0168	SPG11	ENSG00000104133
10	0.0167	PEX16	ENSG00000121680
11	0.0158	CLCN1	ENSG00000188037
12	0.0157	WNT1	ENSG00000125084
13	0.0148	GLRB	ENSG00000109738
14	0.0147	HSPD1	ENSG00000144381
15	0.0146	ASPA	ENSG00000108381
15	0.0146	GLRA1	ENSG00000145888
17	0.0143	SDHA	ENSG00000073578
18	0.0139	DKK1	ENSG00000107984
19	0.0131	SLC6A5	ENSG00000165970
20	0.0122	POLG	ENSG00000140521
20	0.0122	MAG	ENSG00000105695
22	0.0116	FMR1	ENSG00000102081
22	0.0116	SYNE1	ENSG00000131018
24	0.0115	MORC2	ENSG00000133422
24	0.0115	VCP	ENSG00000165280
26	0.0112	MTRFR	ENSG00000130921
27	0.011	SPTLC2	ENSG00000100596
27	0.011	MPZ	ENSG00000158887
27	0.011	POLR3A	ENSG00000148606
30	0.0108	ATL1	ENSG00000198513
31	0.0106	PRNP	ENSG00000171867
31	0.0106	UBAP1	ENSG00000165006
33	0.0105	KIF1A	ENSG00000130294
34	0.0103	HGS	ENSG00000185359
35	0.0102	LMNB1	ENSG00000113368
36	0.0096	NKX6-2	ENSG00000148826
37	0.0092	CHP1	ENSG00000187446
38	0.0091	SH3TC2	ENSG00000169247
38	0.0091	ALDH4A1	ENSG00000159423
38	0.0091	DARS2	ENSG00000117593
41	0.009	SLC25A15	ENSG00000102743
41	0.009	SLC12A6	ENSG00000140199
41	0.009	DNAJC11	ENSG00000007923
41	0.009	RTN2	ENSG00000125744
45	0.0089	GBA2	ENSG00000070610
45	0.0089	PDK3	ENSG00000067992
47	0.0087	PMP2	ENSG00000147588
47	0.0087	SETX	ENSG00000107290
47	0.0087	MYO5A	ENSG00000197535
50	0.0086	SCYL1	ENSG00000142186
50	0.0086	SPART	ENSG00000133104
52	0.0085	ALDH18A1	ENSG00000059573
52	0.0085	XRCC1	ENSG00000073050
52	0.0085	ITPR1	ENSG00000150995
52	0.0085	PDYN	ENSG00000101327
56	0.0084	WASHC5	ENSG00000164961
57	0.0083	GDAP1	ENSG00000104381
57	0.0083	PEX10	ENSG00000157911
59	0.0082	GCH1	ENSG00000131979
59	0.0082	BSCL2	ENSG00000168000
61	0.0081	ALS2	ENSG00000003393
62	0.008	CCT5	ENSG00000150753
63	0.0078	KCNC3	ENSG00000131398
63	0.0078	SPG7	ENSG00000197912
63	0.0078	ATCAY	ENSG00000167654
63	0.0078	TTPA	ENSG00000137561
63	0.0078	CCR10	ENSG00000184451
63	0.0078	CNTNAP1	ENSG00000108797
69	0.0077	UCHL1	ENSG00000154277
69	0.0077	CYP7B1	ENSG00000172817
71	0.0075	NIPA1	ENSG00000170113
72	0.0074	HTRA2	ENSG00000115317
72	0.0074	DDHD1	ENSG00000100523
72	0.0074	KPNA3	ENSG00000102753
72	0.0074	VAMP1	ENSG00000139190
76	0.0073	B4GALNT1	ENSG00000135454
77	0.0072	APTX	ENSG00000137074
78	0.0071	NDRG1	ENSG00000104419
78	0.0071	TPP1	ENSG00000166340
80	0.007	SLC33A1	ENSG00000169359
80	0.007	ATXN1	ENSG00000124788
82	0.0068	RNASEH1	ENSG00000171865
83	0.0067	REEP2	ENSG00000132563
83	0.0067	FAR1	ENSG00000197601
83	0.0067	SACS	ENSG00000151835
83	0.0067	MFN2	ENSG00000116688
87	0.0066	SLC52A3	ENSG00000101276
87	0.0066	AMPD2	ENSG00000116337
87	0.0066	C19orf12	ENSG00000131943
90	0.0065	SPAST	ENSG00000021574
90	0.0065	CPT1C	ENSG00000169169
92	0.0064	GJB1	ENSG00000169562
93	0.0063	GJC2	ENSG00000198835
93	0.0063	CACNA1G	ENSG00000006283
93	0.0063	DSCAM	ENSG00000171587
96	0.0062	HINT1	ENSG00000169567
96	0.0062	SLC32A1	ENSG00000101438
98	0.0061	LRSAM1	ENSG00000148356
99	0.006	CHCHD10	ENSG00000250479
100	0.0059	JAG1	ENSG00000101384
101	0.0058	ZFYVE26	ENSG00000072121
101	0.0058	AGRN	ENSG00000188157
103	0.0057	DCAF8	ENSG00000132716
103	0.0057	DYNC1H1	ENSG00000197102
105	0.0056	RNF170	ENSG00000120925
106	0.0055	CTDP1	ENSG00000060069
106	0.0055	KCNQ1	ENSG00000053918
106	0.0055	ATP1A1	ENSG00000163399
109	0.0054	VWA1	ENSG00000179403
109	0.0054	NAGA	ENSG00000198951
111	0.0053	GBE1	ENSG00000114480
111	0.0053	DEAF1	ENSG00000177030
113	0.0052	DHH	ENSG00000139549
113	0.0052	SLC39A14	ENSG00000104635
115	0.0051	LITAF	ENSG00000189067
115	0.0051	CACNA1A	ENSG00000141837
115	0.0051	NEFH	ENSG00000100285
115	0.0051	ATP13A2	ENSG00000159363
119	0.005	MICU1	ENSG00000107745
120	0.0049	EGR2	ENSG00000122877
120	0.0049	PRX	ENSG00000105227
122	0.0048	HPDL	ENSG00000186603
