rank	score	gene_symbol	gene_identifier
1	0.96	TRPV4	ENSG00000111199
2	0.92	COL2A1	ENSG00000139219
3	0.88	SOX9	ENSG00000125398
4	0.86	FGFR3	ENSG00000068078
5	0.84	MMP13	ENSG00000137745
6	0.82	SLC26A2	ENSG00000155850
7	0.8	COL11A2	ENSG00000204248
8	0.78	ACAN	ENSG00000157766
9	0.75	COMP	ENSG00000105664
10	0.72	COL9A2	ENSG00000049089
11	0.7	COL9A3	ENSG00000092758
12	0.68	COL10A1	ENSG00000123500
13	0.66	COL11A1	ENSG00000060718
14	0.63	MATN3	ENSG00000132031
15	0.61	COL1A1	ENSG00000108821
16	0.58	COL1A2	ENSG00000164692
