rank	score	gene_symbol	gene_identifier
1	0.9	POMT1	ENSG00000130714
2	0.85	MECP2	ENSG00000169057
3	0.8	SCN1A	ENSG00000144285
4	0.75	CDKL5	ENSG00000008086
5	0.7	POMGNT1	ENSG00000085998
6	0.65	ARX	ENSG00000004848
7	0.6	STXBP1	ENSG00000136854
8	0.55	FMR1	ENSG00000102081
9	0.5	PAFAH1B1	ENSG00000007168
10	0.45	TSC2	ENSG00000103197
11	0.4	TSC1	ENSG00000165699
12	0.35	SPTAN1	ENSG00000197694
13	0.3	FOXG1	ENSG00000176165
14	0.25	KCNQ2	ENSG00000075043
15	0.2	UBE3A	ENSG00000114062
16	0.15	PTEN	ENSG00000171862
17	0.1	POMT2	ENSG00000009830
