rank	score	gene_symbol	gene_identifier
1	0.95	TBX1	ENSG00000184058
2	0.92	FANCA	ENSG00000187741
3	0.9	FANCC	ENSG00000158169
4	0.89	FANCG	ENSG00000221829
4	0.89	PTPN11	ENSG00000179295
6	0.88	FANCD2	ENSG00000144554
7	0.87	COL2A1	ENSG00000139219
8	0.86	FANCE	ENSG00000112039
9	0.85	FANCF	ENSG00000183161
9	0.85	FANCL	ENSG00000115392
11	0.84	FANCB	ENSG00000181544
12	0.83	SLC25A24	ENSG00000085491
13	0.82	NKX2-5	ENSG00000183072
14	0.81	ELN	ENSG00000049540
15	0.8	FANCM	ENSG00000187790
15	0.8	BRCA1	ENSG00000012048
