rank	score	gene_symbol	gene_identifier
1	0.926	FOS	ENSG00000170345
2	0.919	ATP1A2	ENSG00000018625
3	0.917	TOR1A	ENSG00000136827
4	0.914	TRPM4	ENSG00000130529
4	0.914	SCN2A	ENSG00000136531
6	0.913	KCNMA1	ENSG00000156113
7	0.911	ANKRD11	ENSG00000167522
7	0.911	ATP1A3	ENSG00000105409
9	0.909	CACNA1H	ENSG00000196557
9	0.909	COL4A2	ENSG00000134871
11	0.907	FOXP2	ENSG00000128573
12	0.906	KIAA1109	ENSG00000138688
13	0.903	HOXC13	ENSG00000123364
13	0.903	INF2	ENSG00000203485
13	0.903	GNAQ	ENSG00000156052
